Question,label
Is hereditary folate malabsorption inherited ?,0
"What are the symptoms of Deafness, autosomal dominant nonsyndromic sensorineural 23 ?",0
What are the treatments for Epidermolysis bullosa acquisita ?,0
What causes Kidney Dysplasia ?,0
What are the symptoms of Chang Davidson Carlson syndrome ?,0
What are the treatments for Neuroacanthocytosis ?,0
What are the stages of Nasopharyngeal Cancer ?,0
What are the genetic changes related to mitochondrial complex III deficiency ?,0
What are the treatments for Surviving Cancer ?,0
How many people are affected by succinyl-CoA:3-ketoacid CoA transferase deficiency ?,0
What are the treatments for Dominant optic atrophy ?,0
What are the treatments for Cerulean cataract ?,0
What are the treatments for Kleine-Levin Syndrome ?,0
What is (are) Meningitis and Encephalitis ?,0
How to diagnose Osteosarcoma and Malignant Fibrous Histiocytoma of Bone ?,0
What are the symptoms of Roberts syndrome ?,0
How many people are affected by CHARGE syndrome ?,0
What are the treatments for Alzheimer's Disease ?,0
What is (are) Chlamydia Infections ?,0
Is Cutaneous mastocytosis inherited ?,0
What is (are) Doyne honeycomb retinal dystrophy ?,0
What are the genetic changes related to Stickler syndrome ?,0
What is (are) Cholesteatoma ?,0
What is (are) Behr syndrome ?,0
What is (are) familial erythrocytosis ?,0
"What is (are) Erythema nodosum, idiopathic ?",0
What are the treatments for Familial hemiplegic migraine type 1 ?,0
Is cyclic neutropenia inherited ?,0
How many people are affected by Leydig cell hypoplasia ?,0
What are the symptoms of Fitzsimmons-Guilbert syndrome ?,0
What are the symptoms of Multiple self healing squamous epithelioma ?,0
What are the genetic changes related to Donohue syndrome ?,0
Is familial male-limited precocious puberty inherited ?,0
How many people are affected by autosomal dominant hyper-IgE syndrome ?,0
What is (are) polycythemia vera ?,0
How to diagnose Barrett esophagus ?,0
What is (are) High Blood Cholesterol ?,0
How to diagnose Dwarfism ?,0
What are the treatments for 15q13.3 microdeletion ?,0
What are the genetic changes related to Smith-Magenis syndrome ?,0
What is (are) congenital fibrosis of the extraocular muscles ?,0
Do you have information about Blood Thinners,0
What are the treatments for mal de Meleda ?,0
What are the symptoms of Juvenile myelomonocytic leukemia ?,0
What are the symptoms of Landau-Kleffner syndrome ?,0
What is (are) COPD ?,0
What is the outlook for Bell's Palsy ?,0
Is renal tubular dysgenesis inherited ?,0
Is adult polyglucosan body disease inherited ?,0
What is (are) Guillain-Barr syndrome ?,0
What are the symptoms of Multiple epiphyseal dysplasia 4 ?,0
What is (are) Cavernous Malformation ?,0
What are the symptoms of Buschke Ollendorff syndrome ?,0
What are the treatments for sporadic hemiplegic migraine ?,0
What are the symptoms of Cold agglutinin disease ?,0
What causes Floating-Harbor syndrome ?,0
What are the treatments for myostatin-related muscle hypertrophy ?,0
What is (are) Tick Bites ?,0
Who is at risk for Gestational Trophoblastic Disease? ?,0
"What are the symptoms of Syndromic microphthalmia, type 3 ?",0
"What are the symptoms of Porokeratosis, disseminated superficial actinic 2 ?",0
What are the symptoms of Hereditary diffuse leukoencephalopathy with spheroids ?,0
What is (are) spondyloepiphyseal dysplasia congenita ?,0
What are the symptoms of Legius syndrome ?,0
What are the symptoms of Biotinidase deficiency ?,0
What are the symptoms of Deafness-infertility syndrome ?,0
Is Renal nutcracker syndrome inherited ?,0
How to diagnose Multiple endocrine neoplasia type 1 ?,0
Is Postural orthostatic tachycardia syndrome inherited ?,0
What is (are) junctional epidermolysis bullosa ?,0
What are the treatments for Bronchopulmonary Dysplasia ?,0
What is (are) CREST syndrome ?,0
How to diagnose Parasites - Lice - Head Lice ?,0
Who is at risk for Carotid Artery Disease? ?,0
What are the genetic changes related to polymicrogyria ?,0
What is (are) Polycystic Kidney Disease ?,0
What is (are) Neurological Consequences of Cytomegalovirus Infection ?,0
What are the symptoms of Small patella syndrome ?,0
How many people are affected by Brody myopathy ?,0
What are the symptoms of Andermann syndrome ?,0
What are the treatments for Wandering spleen ?,0
What is (are) Kaposi sarcoma ?,0
What to do for Hypothyroidism ?,0
What are the genetic changes related to familial acute myeloid leukemia with mutated CEBPA ?,0
Is Kawasaki syndrome inherited ?,0
What are the treatments for Menkes Disease ?,0
How to diagnose Pulmonary Embolism ?,0
What are the symptoms of Martsolf syndrome ?,0
What are the treatments for Cushing's Syndrome ?,0
What is (are) Hyperprolinemia type 2 ?,0
What are the treatments for Machado-Joseph Disease ?,0
"What are the genetic changes related to distal hereditary motor neuropathy, type II ?",0
What are the treatments for Stenotrophomonas maltophilia infection ?,0
"What are the treatments for T-cell immunodeficiency, congenital alopecia, and nail dystrophy ?",0
What are the treatments for What I need to know about Crohn's Disease ?,0
What is (are) primary macronodular adrenal hyperplasia ?,0
what research (or clinical trials) is being done for Langerhans Cell Histiocytosis ?,0
Do you have information about Cancer--Living with Cancer,0
What are the treatments for retroperitoneal fibrosis ?,0
What causes Diabetic Retinopathy ?,0
What to do for What I need to know about Hepatitis A ?,0
How to diagnose Overview of Kidney Disease in Children ?,0
What is (are) Anemia in Chronic Kidney Disease ?,0
How to diagnose Glucose transporter type 1 deficiency syndrome ?,0
What are the symptoms of Wittwer syndrome ?,0
What is (are) Nutrition for Early Chronic Kidney Disease in Adults ?,0
What are the treatments for catecholaminergic polymorphic ventricular tachycardia ?,0
What are the symptoms of Jansen type metaphyseal chondrodysplasia ?,0
What are the symptoms of Corneal dystrophy and perceptive deafness ?,0
What are the symptoms of Lipidosis with triglycerid storage disease ?,0
What are the symptoms of Marshall syndrome ?,0
What is the outlook for Muscular Dystrophy ?,0
What are the symptoms of Sneddon syndrome ?,0
What is (are) Neuroblastoma ?,0
What is (are) Hemorrhagic Fevers ?,0
What are the treatments for Majeed syndrome ?,0
What are the treatments for Moyamoya disease ?,0
How many people are affected by juvenile Paget disease ?,0
What are the treatments for Gallstones ?,0
What is (are) Crohn disease ?,0
How to diagnose Polymyositis ?,0
What are the symptoms of Craniofacial dyssynostosis ?,0
What is (are) Hypothyroidism ?,0
What to do for Hematuria (Blood in the Urine) ?,0
What are the treatments for Progressive hemifacial atrophy ?,0
What are the treatments for Herpes zoster oticus ?,0
What are the symptoms of Hendra Virus Disease (HeV) ?,0
How many people are affected by multiple lentigines syndrome ?,0
Is Marinesco-Sjgren syndrome inherited ?,0
What causes X-linked hypophosphatemia ?,0
How many people are affected by narcolepsy ?,0
What are the symptoms of Autoimmune autonomic ganglionopathy ?,0
What is the outlook for Alpers' Disease ?,0
What are the symptoms of Lupus Nephritis ?,0
What are the treatments for Wilson disease ?,0
What is (are) Apert syndrome ?,0
What are the treatments for Mntriers Disease ?,0
Is cytogenetically normal acute myeloid leukemia inherited ?,0
How many people are affected by RAPADILINO syndrome ?,0
Is RAPADILINO syndrome inherited ?,0
Is surfactant dysfunction inherited ?,0
What is (are) granulomatosis with polyangiitis ?,0
What are the genetic changes related to hyperparathyroidism-jaw tumor syndrome ?,0
Is transthyretin amyloidosis inherited ?,0
What is (are) Cushing disease ?,0
What are the treatments for nonsyndromic holoprosencephaly ?,0
How to diagnose Childhood Hodgkin Lymphoma ?,0
Is hereditary xanthinuria inherited ?,0
What are the symptoms of Keratolytic winter erythema ?,0
Do you have information about Fetal Health and Development,0
What are the treatments for SCOT deficiency ?,0
Is actin-accumulation myopathy inherited ?,0
What to do for Anemia in Chronic Kidney Disease ?,0
What is (are) Congenital laryngeal palsy ?,0
How to diagnose Loin pain hematuria syndrome ?,0
What is (are) Prescription and Illicit Drug Abuse ?,0
What are the symptoms of Dwarfism Levi type ?,0
What are the treatments for Intraocular (Uveal) Melanoma ?,0
What is the outlook for Sandhoff Disease ?,0
What is (are) Normal Pressure Hydrocephalus ?,0
What are the symptoms of Farber's disease ?,0
What are the symptoms of BRCA1 hereditary breast and ovarian cancer syndrome ?,0
What are the treatments for Schindler disease ?,0
What are the symptoms of Leber congenital amaurosis 15 ?,0
What is (are) Gum (Periodontal) Disease ?,0
How to diagnose Gum (Periodontal) Disease ?,0
What causes Sarcoidosis ?,0
What is (are) Chromosome 6p deletion ?,0
What are the treatments for Dentinogenesis imperfecta ?,0
What is (are) Charcot-Marie-Tooth disease ?,0
What to do for Prostate Enlargement: Benign Prostatic Hyperplasia ?,0
How to diagnose Lip and Oral Cavity Cancer ?,0
what research (or clinical trials) is being done for Creutzfeldt-Jakob Disease ?,0
How to diagnose Cowden syndrome ?,0
What to do for Hemolytic Uremic Syndrome in Children ?,0
Is otospondylomegaepiphyseal dysplasia inherited ?,0
How to prevent Inguinal Hernia ?,0
How to diagnose Apert syndrome ?,0
What is (are) Pancreatic Diseases ?,0
What is (are) Noonan-like syndrome with loose anagen hair ?,0
What to do for What I need to know about Kidney Failure and How Its Treated ?,0
How many people are affected by palmoplantar keratoderma with deafness ?,0
Is MECP2 duplication syndrome inherited ?,0
what research (or clinical trials) is being done for Colon Cancer ?,0
Who is at risk for Endometrial Cancer? ?,0
How to diagnose Renal oncocytoma ?,0
Is Emery-Dreifuss muscular dystrophy inherited ?,0
Who is at risk for Colorectal Cancer? ?,0
What are the treatments for Childhood Central Nervous System Atypical Teratoid/Rhabdoid Tumor ?,0
What is (are) Aquagenic pruritus ?,0
Who is at risk for Heart Attack? ?,0
Who is at risk for Endocarditis? ?,0
What are the treatments for ring chromosome 14 syndrome ?,0
What is (are) COPD ?,0
What is (are) Melanoma ?,0
What is (are) Developmental dysphasia familial ?,0
What are the genetic changes related to familial dysautonomia ?,0
What are the symptoms of Multiple system atrophy ?,0
How to diagnose Tracheobronchopathia osteoplastica ?,0
What is (are) Hematuria (Blood in the Urine) ?,0
What are the symptoms of Osteogenesis imperfecta type VI ?,0
Is REN-related kidney disease inherited ?,0
What is (are) long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency ?,0
What is (are) Nodular nonsuppurative panniculitis ?,0
What are the symptoms of Glaucoma sleep apnea ?,0
Is Mondini dysplasia inherited ?,0
Is Troyer syndrome inherited ?,0
How many people are affected by isodicentric chromosome 15 syndrome ?,0
What causes Proctitis ?,0
What are the complications of Primary Sclerosing Cholangitis ?,0
What are the symptoms of Ehrlichiosis ?,0
What are the treatments for Wagner syndrome ?,0
What is the outlook for Angelman Syndrome ?,0
What are the symptoms of Indigestion ?,0
What is (are) Rashes ?,0
What are the genetic changes related to Northern epilepsy ?,0
What are the treatments for Cerebral Aneurysms ?,0
What are the treatments for Tourette syndrome ?,0
What is the outlook for Alexander Disease ?,0
What are the treatments for Mosaic trisomy 14 ?,0
What are the treatments for Singleton Merten syndrome ?,0
What are the treatments for Fibromuscular Dysplasia ?,0
what research (or clinical trials) is being done for Testicular Cancer ?,0
Is familial hemophagocytic lymphohistiocytosis inherited ?,0
How many people are affected by Kearns-Sayre syndrome ?,0
How to prevent Alzheimer's Disease ?,0
Who is at risk for Breast Cancer? ?,0
What are the symptoms of Ectodermal dysplasia mental retardation syndactyly ?,0
What is (are) dystrophic epidermolysis bullosa ?,0
What is (are) spinocerebellar ataxia type 36 ?,0
How to prevent Stroke ?,0
Who is at risk for Gout? ?,0
What are the genetic changes related to KBG syndrome ?,1
Is Robinow syndrome inherited ?,1
What is (are) Arginase deficiency ?,1
how can botulism be prevented?,1
What are the symptoms of Keratosis palmoplantaris striata 1 ?,1
What are the symptoms of Klatskin tumor ?,1
What is (are) task-specific focal dystonia ?,1
How to diagnose Hendra Virus Disease (HeV) ?,1
What are the genetic changes related to combined pituitary hormone deficiency ?,1
"What is (are) mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",1
What are the symptoms of Amaurosis congenita cone-rod type with congenital hypertrichosis ?,1
What are the stages of Plasma Cell Neoplasms (Including Multiple Myeloma) ?,1
How to diagnose MECP2 duplication syndrome ?,1
What is (are) Christianson syndrome ?,1
How many people are affected by Simpson-Golabi-Behmel syndrome ?,1
What are the genetic changes related to Coffin-Lowry syndrome ?,1
what research (or clinical trials) is being done for Central Pain Syndrome ?,1
"What are the symptoms of Bile acid synthesis defect, congenital, 4 ?",1
What is (are) Juvenile Huntington disease ?,1
What is (are) pyruvate kinase deficiency ?,1
What are the treatments for Pseudoangiomatous stromal hyperplasia ?,1
What are the treatments for Fibrous dysplasia ?,1
What is (are) Porphyria ?,1
Is central core disease inherited ?,1
What are the treatments for beta-mannosidosis ?,1
What to do for Renal Artery Stenosis ?,1
what research (or clinical trials) is being done for Piriformis Syndrome ?,1
What is the outlook for Paroxysmal Hemicrania ?,1
what research (or clinical trials) is being done for Cerebral Arteriosclerosis ?,1
What causes Tay-Sachs disease ?,1
Do you have information about Plastic and Cosmetic Surgery,1
What are the treatments for Microscopic polyangiitis ?,1
How many people are affected by spinal and bulbar muscular atrophy ?,1
Is type A insulin resistance syndrome inherited ?,1
what research (or clinical trials) is being done for Sturge-Weber Syndrome ?,1
What are the treatments for Kufs disease ?,1
What are the symptoms of Cohen syndrome ?,1
What are the symptoms of Pyknoachondrogenesis ?,1
What are the treatments for Smith-Magenis syndrome ?,1
Who is at risk for Vasculitis? ?,1
Is chronic atrial and intestinal dysrhythmia inherited ?,1
What is (are) Amyloidosis and Kidney Disease ?,1
What is (are) Heart Failure ?,1
What is (are) Congenital pulmonary alveolar proteinosis ?,1
What is (are) Bile Duct Diseases ?,1
How to diagnose Pericarditis ?,1
What to do for Alzheimer's Caregiving ?,1
What are the treatments for Waardenburg syndrome ?,1
Is tumor necrosis factor receptor-associated periodic syndrome inherited ?,1
What is (are) Motor Neuron Diseases ?,1
What is (are) Mucoepidermoid carcinoma ?,1
How many people are affected by congenital insensitivity to pain ?,1
What are the treatments for Parasites - Fascioliasis (Fasciola Infection) ?,1
What are the stages of Gastrointestinal Carcinoid Tumors ?,1
How many people are affected by antiphospholipid syndrome ?,1
What is (are) Deep Brain Stimulation for Parkinson's Disease ?,1
Who is at risk for Hematuria (Blood in the Urine)? ?,1
What are the symptoms of Spinocerebellar ataxia 3 ?,1
Is recurrent hydatidiform mole inherited ?,1
How many people are affected by Schwartz-Jampel syndrome ?,1
How to diagnose Juvenile Huntington disease ?,1
Is von Hippel-Lindau syndrome inherited ?,1
What are the genetic changes related to Bloom syndrome ?,1
What is (are) Intestinal pseudo-obstruction ?,1
What are the treatments for isobutyryl-CoA dehydrogenase deficiency ?,1
How many people are affected by Donnai-Barrow syndrome ?,1
What are the symptoms of Neuhauser Daly Magnelli syndrome ?,1
What are the genetic changes related to giant congenital melanocytic nevus ?,1
What to do for Primary Hyperparathyroidism ?,1
How many people are affected by Crouzonodermoskeletal syndrome ?,1
What are the genetic changes related to systemic lupus erythematosus ?,1
"What are the symptoms of Craniosynostosis, anal anomalies, and porokeratosis ?",1
What is (are) Aortic Aneurysm ?,1
what research (or clinical trials) is being done for Dysgraphia ?,1
What is the outlook for Pervasive Developmental Disorders ?,1
What is (are) Sturge-Weber Syndrome ?,1
How to diagnose Congenital sucrase-isomaltase deficiency ?,1
What is (are) Spine Injuries and Disorders ?,1
What is (are) Myotonia congenita autosomal dominant ?,1
what research (or clinical trials) is being done for Mucopolysaccharidoses ?,1
"What are the symptoms of Cardiac valvular dysplasia, X-linked ?",1
Who is at risk for Diverticular Disease? ?,1
What are the symptoms of Borjeson-Forssman-Lehmann syndrome ?,1
Do you have information about Vitamin D,1
What are the treatments for CAV3-related distal myopathy ?,1
What are the treatments for task-specific focal dystonia ?,1
Is protein S deficiency inherited ?,1
How many people are affected by Peyronie's Disease ?,1
Is myoclonus-dystonia inherited ?,1
What is the outlook for Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) ?,1
What are the treatments for complete LCAT deficiency ?,1
What are the treatments for autosomal recessive congenital stationary night blindness ?,1
What are the genetic changes related to juvenile myoclonic epilepsy ?,1
What is (are) Cervical Cancer ?,1
What is (are) Neurogenic diabetes insipidus ?,1
What is (are) Women's Health Checkup ?,1
What is (are) familial porencephaly ?,1
What are the treatments for What I need to know about Living with Kidney Failure ?,1
What are the genetic changes related to Shprintzen-Goldberg syndrome ?,1
What are the symptoms of Spondyloepimetaphyseal dysplasia Shohat type ?,1
What are the symptoms of Peripheral Arterial Disease (P.A.D.) ?,1
Is Cerebellar degeneration inherited ?,1
What are the treatments for Hemophagocytic lymphohistiocytosis ?,1
What are the symptoms of Hawkinsinuria ?,1
What are the symptoms of Charcot-Marie-Tooth disease type 1A ?,1
What are the symptoms of Spondyloepimetaphyseal dysplasia x-linked with mental deterioration ?,1
What is the outlook for Ovarian Low Malignant Potential Tumors ?,1
What causes Psoriasis ?,1
Is progressive pseudorheumatoid dysplasia inherited ?,1
Is epidermolysis bullosa with pyloric atresia inherited ?,1
What is (are) Fournier gangrene ?,1
What is (are) glycogen storage disease type 0 ?,1
How many people are affected by combined pituitary hormone deficiency ?,1
What are the symptoms of Cataract ?,1
What are the symptoms of Carnitine-acylcarnitine translocase deficiency ?,1
"What causes Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",1
How to diagnose Anemia of Inflammation and Chronic Disease ?,1
What is (are) Pseudoxanthoma elasticum ?,1
What is (are) Dry Eye ?,1
What is (are) familial restrictive cardiomyopathy ?,1
Is Bartter syndrome inherited ?,1
What are the treatments for Axenfeld-Rieger syndrome type 1 ?,1
"What is (are) Diabetes, Heart Disease, and Stroke ?",1
What are the symptoms of Varicose Veins ?,1
Do you have information about Health Statistics,1
Is PPM-X syndrome inherited ?,1
What is (are) Dentinogenesis imperfecta ?,1
What are the treatments for Paresthesia ?,1
What are the symptoms of Situs inversus ?,1
What are the genetic changes related to Sandhoff disease ?,1
"What are the symptoms of Larynx, congenital partial atresia of ?",1
How many people are affected by branchiootorenal/branchiootic syndrome ?,1
What are the symptoms of X-linked Charcot-Marie-Tooth disease type 1 ?,1
How many people are affected by progressive external ophthalmoplegia ?,1
What is (are) X-linked dystonia-parkinsonism ?,1
What is (are) Dehydration ?,1
What is (are) autosomal recessive hyper-IgE syndrome ?,1
What is (are) Tyrosinemia type 1 ?,1
What are the treatments for mucolipidosis III gamma ?,1
What is (are)  ?,1
Is autosomal recessive congenital methemoglobinemia inherited ?,1
What are the symptoms of Age-related Macular Degeneration ?,1
What are the genetic changes related to beta-mannosidosis ?,1
What are the symptoms of Yellow nail syndrome ?,1
What are the treatments for Adiposis dolorosa ?,1
What is (are) Intraocular (Uveal) Melanoma ?,1
What are the symptoms of Kidney Disease ?,1
What are the symptoms of Pyoderma gangrenosum ?,1
What are the symptoms of Depression ?,1
Is Mitochondrial genetic disorders inherited ?,1
What is (are) ornithine transcarbamylase deficiency ?,1
Is Alport syndrome inherited ?,1
How many people are affected by diastrophic dysplasia ?,1
What is (are) Nutrition for Early Chronic Kidney Disease in Adults ?,1
What are the treatments for uromodulin-associated kidney disease ?,1
Is carnitine palmitoyltransferase II deficiency inherited ?,1
Is Hennekam syndrome inherited ?,1
"What are the symptoms of Acrocallosal syndrome, Schinzel type ?",1
What is (are) SOX2 anophthalmia syndrome ?,1
What are the symptoms of Autosomal dominant intermediate Charcot-Marie-Tooth disease type C ?,1
What is (are) polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?,1
What is (are) Hay Fever ?,1
"What are the genetic changes related to mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",1
What is (are) Bannayan-Riley-Ruvalcaba syndrome ?,1
What are the treatments for fibronectin glomerulopathy ?,1
What causes Rheumatoid Arthritis ?,1
What are the treatments for Syringoma ?,1
What are the symptoms of Gallbladder Cancer ?,1
How many people are affected by warfarin resistance ?,1
what research (or clinical trials) is being done for Inclusion Body Myositis ?,1
What is (are) Idiopathic acute eosinophilic pneumonia ?,1
Who is at risk for National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report)? ?,1
What are the genetic changes related to myotonia congenita ?,1
What is (are) Chest Pain ?,1
Who is at risk for Parasites - Enterobiasis (also known as Pinworm Infection)? ?,1
What causes Celiac artery compression syndrome ?,1
What are the genetic changes related to congenital myasthenic syndrome ?,1
What are the treatments for Progressive multifocal leukoencephalopathy ?,1
What are the symptoms of Pulmonary edema of mountaineers ?,1
What is (are) Behcet's Disease ?,1
What is the outlook for Menkes Disease ?,1
How many people are affected by dystonia 6 ?,1
What is (are) Hives ?,1
How many people are affected by GRACILE syndrome ?,1
What is (are) Colon Cancer ?,1
What is (are) hepatic lipase deficiency ?,1
What is (are) Am I at Risk for Type 2 Diabetes? Taking Steps to Lower Your Risk of Getting Diabetes ?,1
What are the treatments for inclusion body myopathy 2 ?,1
What is (are) Abetalipoproteinemia ?,1
What is (are) Primary spontaneous pneumothorax ?,1
What are the treatments for High Blood Pressure ?,1
What is (are) Chromosome 1q41-q42 deletion syndrome ?,1
What is (are) ankylosing spondylitis ?,1
What is (are) renal coloboma syndrome ?,1
What is (are) Opsismodysplasia ?,1
What is (are) Fetal and neonatal alloimmune thrombocytopenia ?,1
What are the genetic changes related to peroxisomal acyl-CoA oxidase deficiency ?,1
What are the treatments for Horner syndrome ?,1
How to diagnose Lipodermatosclerosis ?,1
What is (are) Cerebellar degeneration ?,1
What are the treatments for Moyamoya Disease ?,1
What are the genetic changes related to Miller syndrome ?,1
What are the treatments for Farber's Disease ?,1
What are the symptoms of Histidinemia ?,1
What are the symptoms of Thanatophoric dysplasia ?,1
What are the symptoms of Haim-Munk syndrome ?,1
What are the symptoms of Hirschsprung disease type d brachydactyly ?,1
What are the symptoms of 18 Hydroxylase deficiency ?,1
What is (are) Porphyria ?,1
What are the treatments for autosomal dominant nocturnal frontal lobe epilepsy ?,1
What are the genetic changes related to Apert syndrome ?,1
Is Partington syndrome inherited ?,1
What is (are) Moebius syndrome ?,1
What are the symptoms of Krabbe disease atypical due to Saposin A deficiency ?,1
What are the genetic changes related to Gilbert syndrome ?,1
What is (are) Aplastic Anemia ?,1
What are the symptoms of Heart Attack ?,1
Is Denys-Drash syndrome inherited ?,1
How many people are affected by spinocerebellar ataxia type 3 ?,1
"Is congenital deafness with labyrinthine aplasia, microtia, and microdontia inherited ?",1
Is Tay-Sachs disease inherited ?,1
Who is at risk for Parasites - Cyclosporiasis (Cyclospora Infection)? ?,1
How to diagnose Gardner-Diamond syndrome ?,1
How to diagnose Best vitelliform macular dystrophy ?,1
What are the treatments for spondyloperipheral dysplasia ?,1
What is the outlook for Pseudotumor Cerebri ?,1
What are the genetic changes related to transthyretin amyloidosis ?,1
What are the genetic changes related to familial lipoprotein lipase deficiency ?,1
Is hereditary hypophosphatemic rickets inherited ?,1
What is (are) GLUT1 deficiency syndrome ?,1
What are the symptoms of Congenital hypothyroidism ?,1
What is (are) Androgen insensitivity syndrome ?,1
What are the symptoms of Heart Attack ?,1
What are the symptoms of Hermansky Pudlak syndrome 2 ?,1
What are the symptoms of Laryngeal Cancer ?,1
What are the treatments for Acute intermittent porphyria ?,1
What are the treatments for Microcephaly ?,1
What are the treatments for Multiple System Atrophy with Orthostatic Hypotension ?,1
What are the treatments for Dermatomyositis ?,1
How many people are affected by frontonasal dysplasia ?,1
What are the treatments for Brody myopathy ?,1
What are the genetic changes related to chronic granulomatous disease ?,1
What is (are) Rett syndrome ?,1
What is (are) Batten Disease ?,1
What is (are) Diabetes Insipidus ?,1
What is (are) Restless Legs Syndrome ?,1
What is (are) Pantothenate kinase-associated neurodegeneration ?,1
How to diagnose Prostate Cancer ?,1
What is (are) Childhood Liver Cancer ?,1
What causes Causes of Diabetes ?,1
How to diagnose Your Diabetes Care Records ?,1
What are the genetic changes related to isolated lissencephaly sequence ?,1
What causes Congenital adrenal hyperplasia ?,1
What is (are) Oxygen Therapy ?,1
What is (are) craniometaphyseal dysplasia ?,1
What are the genetic changes related to familial adenomatous polyposis ?,1
How many people are affected by Robinow syndrome ?,1
What are the symptoms of Hepatitis B: What Asian and Pacific Islander Americans Need to Know ?,1
What are the symptoms of Hunter Rudd Hoffmann syndrome ?,1
What are the treatments for Urine Blockage in Newborns ?,1
What is (are) Froelich syndrome ?,1
What is (are) Brody myopathy ?,1
What is (are) Interstitial cystitis ?,1
What are the symptoms of Chitayat Meunier Hodgkinson syndrome ?,1
How many people are affected by Rabson-Mendenhall syndrome ?,1
What is (are) 3-M syndrome ?,1
Is Essential tremor inherited ?,1
What are the stages of Breast Cancer ?,1
What are the treatments for polycystic kidney disease ?,1
What causes Cleidocranial dysplasia ?,1
What to do for Urinary Tract Infections in Children ?,1
What causes MYH7-related scapuloperoneal myopathy ?,1
How many people are affected by Menkes syndrome ?,1
What is (are) Glutaric acidemia type II ?,1
What are the symptoms of Osteopetrosis autosomal dominant type 1 ?,1
What are the genetic changes related to head and neck squamous cell carcinoma ?,1
What are the genetic changes related to guanidinoacetate methyltransferase deficiency ?,1
What are the symptoms of Bare lymphocyte syndrome ?,1
What are the symptoms of Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,1
What are the symptoms of Fuhrmann syndrome ?,1
What are the treatments for Hypohidrotic ectodermal dysplasia ?,1
What are the treatments for moyamoya disease ?,1
What are the treatments for Diarrhea ?,1
What is (are) Respiratory Distress Syndrome ?,1
What are the treatments for glycogen storage disease type III ?,1
"Is Craniometaphyseal dysplasia, autosomal dominant inherited ?",1
What causes Triple A syndrome ?,1
What is (are) Selective IgM deficiency ?,1
What is (are) Graves' disease ?,1
what research (or clinical trials) is being done for Spinal Cord Infarction ?,1
What are the treatments for Mosaic trisomy 9 ?,1
What is (are) Genetic Disorders ?,1
What is (are) Northern epilepsy ?,1
What are the genetic changes related to cystinosis ?,1
What are the genetic changes related to Perry syndrome ?,1
What are the genetic changes related to Duane-radial ray syndrome ?,1
How many people are affected by neuroblastoma ?,1
What is (are) Hypotrichosis simplex ?,1
What is the outlook for Pituitary Tumors ?,1
what research (or clinical trials) is being done for Alzheimer's Disease ?,1
What is (are) Pyelonephritis: Kidney Infection ?,1
What is (are) Beta-thalassemia ?,1
What are the treatments for Primary carnitine deficiency ?,1
What is (are) Brittle diabetes ?,1
What causes Causes of Diabetes ?,1
How to diagnose Rheumatoid Arthritis ?,1
What are the treatments for juvenile Batten disease ?,1
Is multiple sclerosis inherited ?,1
Is 16p11.2 deletion syndrome inherited ?,1
What are the symptoms of Mitochondrial trifunctional protein deficiency ?,1
What is (are) Surviving Cancer ?,1
What is (are) Gerstmann's Syndrome ?,1
What are the symptoms of Myelofibrosis ?,1
what research (or clinical trials) is being done for Moebius Syndrome ?,1
How many people are affected by vitiligo ?,1
How to diagnose Cirrhosis ?,1
How to diagnose Naegeli syndrome ?,1
What are the symptoms of Multiple myeloma ?,1
What causes Dihydrolipoamide dehydrogenase deficiency ?,1
How to diagnose Laryngeal Cancer ?,1
What causes Gardner-Diamond syndrome ?,1
"What are the treatments for immune dysregulation, polyendocrinopathy, enteropathy, X-linked syndrome ?",1
How many people are affected by Kuskokwim syndrome ?,1
What are the symptoms of Alopecia areata ?,1
Is trisomy 18 inherited ?,1
Is Manitoba oculotrichoanal syndrome inherited ?,1
"What is (are) Diabetes, Heart Disease, and Stroke ?",1
What causes Dry Mouth ?,1
What are the symptoms of Benign familial neonatal-infantile seizures ?,1
Is Basilar migraine inherited ?,1
What are the genetic changes related to antiphospholipid syndrome ?,1
what research (or clinical trials) is being done for Empty Sella Syndrome ?,1
What are the symptoms of Hypermanganesemia with dystonia polycythemia and cirrhosis ?,1
Is keratoderma with woolly hair inherited ?,1
What are the treatments for megalencephaly-capillary malformation syndrome ?,1
What are the treatments for Skin Cancer ?,1
What are the treatments for primary myelofibrosis ?,1
What is (are) progressive external ophthalmoplegia ?,1
Is Aicardi-Goutieres syndrome inherited ?,1
What is (are) Norum disease ?,1
What are the genetic changes related to hyperkalemic periodic paralysis ?,1
What are the genetic changes related to hepatic veno-occlusive disease with immunodeficiency ?,1
How many people are affected by thrombotic thrombocytopenic purpura ?,1
What causes Glucose-6-phosphate dehydrogenase deficiency ?,1
What are the symptoms of Congenital generalized lipodystrophy type 2 ?,1
What is (are) COPD ?,1
How many people are affected by Tietz syndrome ?,1
